name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,distance
Mount Forest,CA,ON,71631,CWLS,43.98,-80.75,414.0,America/Toronto,1962-01-01,2025-04-23,1977-07-04,2024-04-28,1995-01-01,2022-01-01,642865.6149491855
Muskoka Airport,CA,ON,71630,CYQA,44.97,-79.3,282.0,America/Toronto,1955-07-02,2025-04-23,1934-07-01,2022-04-25,1934-01-01,2022-01-01,652756.0480766713
Collingwood,CA,ON,71270,CWCO,44.5,-80.22,180.0,America/Toronto,1994-12-01,2023-06-22,1994-12-30,2023-06-18,1995-01-01,2022-01-01,654610.2159730634
High Falls,CA,QC,71391,CXHF,45.84,-75.65,195.0,America/Toronto,2001-09-16,2022-10-04,1999-01-12,2022-10-03,1999-01-01,2022-01-01,656100.626727179
Augusta,US,ME,,KAUG,44.3206,-69.7973,107.0,America/New_York,1973-01-01,2025-04-23,1973-01-01,2022-04-24,1974-01-01,2022-01-01,657312.5162514753
Tri-State Airport,US,WV,72425,KHTS,38.3667,-82.55,252.0,America/New_York,1973-01-01,2025-04-23,1961-01-04,2025-04-20,1961-01-01,2022-01-01,659989.5471784244
Lennoxville,CA,QC,71611,CWQH,45.37,-71.82,181.0,America/Toronto,1996-03-01,2025-04-23,1888-11-11,2024-04-28,1888-01-01,2022-01-01,661853.8128726794
Columbus / Lockbourne,US,OH,,KLCK,39.8138,-82.9278,227.0,America/New_York,1942-08-01,2025-04-23,1942-08-19,2022-04-24,1942-01-01,2021-01-01,661917.6060084143
L'Assomption,CA,QC,71524,CWEW,45.81,-73.43,21.0,America/Toronto,1994-10-01,2025-04-23,1930-01-01,2024-04-28,1930-01-01,2022-01-01,666800.4523325938
Brunswick Naval Air Stn,US,ME,74392,KNHZ,43.9,-69.1,23.0,America/New_York,1952-01-01,2025-02-11,1940-09-01,2010-02-07,1940-01-01,2010-01-01,666821.3241119058
Sherbrooke Airport,CA,QC,71610,CYSC,45.43,-71.68,241.0,America/Toronto,1962-05-01,2025-04-23,1982-01-01,2024-04-28,2000-01-01,2022-01-01,672634.7960306267
Wilmington / The Palms Mobile Home Park,US,NC,72302,KILM,34.2706,-77.9026,10.0,America/New_York,1991-01-01,2025-04-23,1948-01-01,2025-04-20,1948-01-01,2022-01-01,676313.0733548471
Ste Agathe Des Mont,CA,BC,,CWOH,46.05,-74.2833,395.0,America/Toronto,1977-07-01,2025-02-05,1977-07-01,2024-04-28,2007-01-01,2022-01-01,682098.1991156405
Belle River,CA,SK,,KWDD,42.3,-82.7,184.0,America/Toronto,1994-12-01,2025-02-05,1995-01-07,2024-04-28,2009-01-01,2022-01-01,682388.6958570331
Saint-Jovite,CA,QC,71376,CWJT,46.08,-74.56,238.0,America/Toronto,1993-03-20,2024-10-21,1994-07-26,2024-04-28,1994-01-01,2022-01-01,683420.558194943
Lumberton,US,NC,,KLBT,34.6099,-79.0594,38.0,America/New_York,1999-01-19,2025-04-23,1999-01-20,2019-01-28,2005-01-01,2018-01-01,686116.2426493805
Goderich,CA,ON,71261,CWGD,43.77,-81.72,214.0,America/Toronto,1981-10-26,2025-04-23,1981-10-27,2025-04-20,1983-01-01,2022-01-01,688587.9428366735
Petawawa Airport,CA,ON,71625,CYWA,45.95,-77.32,130.0,America/Toronto,1978-01-01,2025-04-22,1978-01-11,2022-01-05,2000-01-01,2021-01-01,689661.4785844311
Windsor Airport,CA,ON,71538,CYQG,42.28,-82.96,190.0,America/Toronto,1955-07-02,2025-04-23,1940-08-01,2022-12-12,1940-01-01,2022-01-01,701802.4449050918
Detroit Metropolitan,US,MI,72537,KDTW,42.2333,-83.0,195.0,America/Detroit,1942-08-01,2025-04-23,1942-08-01,2025-04-21,1942-01-01,2022-01-01,703245.1940052452
Maniwaki Airport,CA,QC,71721,CWMJ,46.27,-75.99,200.0,America/Toronto,1993-08-01,2025-04-23,1993-06-21,2025-04-20,1993-01-01,2022-01-01,705885.8682446667
Western Island,CA,ON,71438,CWMZ,45.03,-80.37,191.0,America/Nipigon,1984-06-07,2025-04-23,1984-06-10,2024-04-28,1995-01-01,2022-01-01,707386.3220565764
Detroit / Hamtramck,US,MI,,KDET,42.4092,-83.0099,191.0,America/Detroit,1973-01-01,2025-04-23,1973-01-01,2022-04-24,1981-01-01,2022-01-01,710471.0916259778
Lac Saint-Pierre,CA,QC,71198,CWBS,46.18,-72.92,16.0,America/Toronto,2001-07-02,2025-04-23,1996-09-06,2024-04-28,2000-01-01,2022-01-01,716367.9368004244
Wiarton Airport,CA,ON,71633,CYVV,44.74,-81.11,222.0,America/Toronto,1950-01-01,2025-04-23,1947-07-04,2022-12-12,1947-01-01,2022-01-01,722095.2469056535
Nicolet,CA,QC,71723,CWNQ,46.23,-72.66,8.0,America/Toronto,1991-06-11,2025-04-23,1991-06-13,2024-04-28,1993-01-01,2022-01-01,727336.0256394973
Findlay / West Park,US,OH,,KFDY,41.012,-83.6686,248.0,America/New_York,1973-01-01,2025-04-23,1973-01-01,2022-04-24,2000-01-01,2022-01-01,728117.1046325081
Charlotte/Douglas International Airport,US,NC,72314,KCLT,35.214,-80.9431,228.0,America/New_York,1941-07-22,2025-04-23,1939-07-01,2025-04-20,1939-01-01,2022-01-01,731872.9410043941
Flint Bishop International  Airport,US,MI,72637,KFNT,42.9667,-83.0833,238.0,America/Detroit,1973-01-01,2025-04-23,1948-05-02,2025-04-20,1948-01-01,2022-01-01,739424.3899089904
Springfield / Hustead,US,OH,,KSGH,39.8403,-83.8402,320.0,America/New_York,1973-01-03,2025-04-23,2020-01-14,2022-04-24,2020-01-01,2022-01-01,739472.2428689816
Bristol / Holston,US,TN,72335,KTRI,36.4752,-82.4074,463.0,America/New_York,1991-01-01,2025-04-23,1937-10-01,2025-04-20,1937-01-01,2022-01-01,740649.7835260464
"Wilmington, Oh.",US,OH,72426,KILN,39.4167,-83.8167,317.0,America/New_York,1943-08-01,2025-04-23,1943-08-18,2025-04-20,1943-01-01,2022-01-01,742010.93507618
Trois-Rivieres,CA,QC,71724,CWTY,46.35,-72.52,6.0,America/Toronto,1991-11-06,2025-04-23,1991-12-24,2024-04-28,1993-01-01,2022-01-01,743289.5032151453
Detroit / Denton,US,MI,,KYIP,42.2393,-83.531,218.0,America/Detroit,1973-01-01,2025-04-23,1973-01-03,2022-04-24,2005-01-01,2022-01-01,745059.1482547205
Toledo Express Airport,US,OH,72536,KTOL,41.5833,-83.8,208.0,America/New_York,1973-01-01,2025-04-23,1955-01-01,2025-04-20,1955-01-01,2022-01-01,748772.8779237536
Lemieux,CA,QC,71616,CWVY,46.3,-72.06,97.0,America/Toronto,1991-11-30,2025-02-05,1991-12-24,2024-04-28,1999-01-01,2022-01-01,749680.4814549235
North Myrtle Beach / Timber Ridge,US,SC,,KCRE,33.8118,-78.7239,9.0,America/New_York,1973-01-01,2025-04-23,1999-06-17,2022-04-24,2005-01-01,2021-01-01,751999.8055734603
Dayton / Wright-Patterson Air Force Base,US,OH,74570,KFFO,39.8333,-84.05,251.0,America/New_York,1936-05-01,2025-04-23,1937-10-02,2022-04-25,1937-01-01,2022-01-01,757398.0523834475
Florence / Malibu,US,SC,,KFLO,34.1854,-79.7239,45.0,America/New_York,1973-01-01,2025-04-23,1973-01-01,2022-04-24,1999-01-01,2021-01-01,757443.8694577515
Shawinigan,CA,QC,71370,CXSH,46.56,-72.73,110.0,America/Toronto,2001-09-16,2025-04-23,1998-11-05,2024-04-28,1999-01-01,2022-01-01,760991.5550008737
Cox Dayton International,US,OH,72429,KDAY,39.9,-84.2167,308.0,America/New_York,1973-01-01,2025-04-23,1948-01-01,2025-04-20,1948-01-01,2022-01-01,771135.4229657995
Myrtle Beach Air Force Base,US,SC,74791,KMYR,33.6833,-78.9333,8.0,America/New_York,1942-11-01,2025-04-23,1942-11-02,2025-04-19,1942-01-01,2022-01-01,772966.0399539496
Beauceville,CA,QC,71323,CWHV,46.21,-70.79,229.0,America/Toronto,1994-07-28,2025-04-23,1994-07-28,2024-04-28,1994-01-01,2022-01-01,781400.151921863
Asheville Regional Airport,US,NC,72315,KAVL,35.4333,-82.0333,660.0,America/New_York,1973-01-01,2025-04-23,1946-01-01,2025-04-20,1946-01-01,2022-01-01,785013.0994891623
Nipissing,CA,AB,,CWLQ,46.3167,-79.4667,204.0,America/Toronto,1994-12-01,2024-12-11,1995-01-14,2024-04-28,2009-01-01,2022-01-01,788839.9206676638
North Bay Airport,CA,ON,71731,CYYB,46.36,-79.42,370.0,America/Toronto,1950-01-01,2025-04-23,1939-01-01,2025-04-16,1939-01-01,2022-01-01,791455.0481097535
Deschambault,CA,QC,71389,CWHQ,46.69,-71.97,61.0,America/Toronto,2001-08-02,2025-04-23,1997-09-24,2024-04-28,1997-01-01,2022-01-01,792719.7919938398
Cincinnati / Columbia,US,OH,,KLUK,39.1033,-84.4186,147.0,America/New_York,1973-01-01,2025-04-23,1973-01-01,2022-04-24,1999-01-01,2022-01-01,798431.3824424692
Cove Island,CA,ON,71439,CWWX,45.33,-81.73,181.0,America/Toronto,1985-09-10,2021-05-11,1985-09-12,2021-05-10,1995-01-01,2019-01-01,803065.9992692391
Shaw Air Force Base,US,SC,74790,KSSC,33.9667,-80.4833,74.0,America/New_York,1941-12-22,2025-04-23,1941-12-23,2022-04-25,1942-01-01,2022-01-01,815423.976975703
Témiscamingue,CA,QC,,CWBA,46.7167,-79.1003,181.0,America/Toronto,2001-07-05,2025-04-23,2013-05-01,2022-04-26,2013-01-01,2021-01-01,816541.3524102086
Jackson / Coffman Trailer Court,US,MI,,KJXN,42.2604,-84.4604,305.0,America/Detroit,1973-01-01,2025-04-23,1973-01-03,2022-04-24,2000-01-01,2022-01-01,819187.4053502078
Spartanburg / South Meadows Farms,US,SC,,KSPA,34.9157,-81.9565,244.0,America/New_York,1973-01-01,2025-04-23,2020-01-14,2022-04-25,2020-01-01,2022-01-01,819534.8480154072
Cincinnati/Northern Ky International,US,KY,72421,KCVG,39.05,-84.6667,273.0,America/New_York,1973-01-01,2025-04-23,1948-01-01,2025-04-20,1948-01-01,2022-01-01,820546.031903382
Ste-Foy,CA,QC,71392,CWJB,46.78,-71.29,91.0,America/Toronto,1997-12-01,2025-04-23,1997-11-14,2024-04-28,1998-01-01,2022-01-01,821408.889060602
Millinocket / Little Italy,US,ME,,KMLT,45.6478,-68.6856,124.0,America/New_York,1943-03-01,2025-04-23,1943-03-02,2022-04-24,1943-01-01,2022-01-01,824827.5065720498
Valcartier,CA,ON,,CWQG,46.9,-71.5,168.0,America/Toronto,1994-01-03,2025-02-04,1994-01-31,2024-04-28,2008-01-01,2022-01-01,827440.5092182059
Valcartier Airport,CA,QC,71716,CYOY,46.9,-71.5,168.0,America/Toronto,1978-10-30,2025-04-23,1978-02-01,2022-04-19,1978-01-01,2021-01-01,827440.5092182059
Greer Greenville Spartburg,US,SC,72312,KGSP,34.8833,-82.05,296.0,America/New_York,1973-01-01,2025-04-23,1962-10-15,2025-04-20,1962-01-01,2022-01-01,828112.9737405444
London-Corbin / Sublimity City,US,KY,,KLOZ,37.0869,-84.0774,369.0,America/New_York,1991-03-21,2025-04-23,1996-09-20,2022-04-24,1999-01-01,2022-01-01,837291.3932607089
Saginaw / Falconview Estates Mobile Home Park,US,MI,,KMBS,43.5329,-84.0796,204.0,America/Detroit,1973-01-01,2025-04-23,1973-01-01,2022-04-24,1974-01-01,2022-01-01,839092.2346723629
Oscoda / Whispering Woods Mobile Home Community,US,MI,,KOSC,44.4515,-83.3942,193.0,America/Detroit,1943-07-01,2025-04-23,1943-07-02,2022-04-25,1943-01-01,2022-01-01,841610.3868307959
Lexington Blue Grass Airport,US,KY,72422,KLEX,38.0333,-84.6,299.0,America/New_York,1973-01-01,2025-04-23,1872-10-11,2025-04-20,1872-01-01,2022-01-01,841931.3637607868
Fort Wayne International,US,IN,72533,KFWA,41.0,-85.0333,248.0,America/Indiana/Indianapolis,1941-11-01,2025-04-23,1939-08-01,2025-04-20,1939-01-01,2022-01-01,841947.8042594339
Killarney,CA,ON,71460,CWBE,45.97,-81.48,196.0,America/Toronto,1985-09-10,2022-10-05,1985-09-13,2022-10-03,1996-01-01,2022-01-01,843061.2769107026
Capital City Airport,US,MI,72539,KLAN,42.7833,-84.5833,262.0,America/Detroit,1973-01-01,2025-04-23,1948-01-01,2025-04-20,1948-01-01,2022-01-01,845767.684879119
Greenville / Woods (Historical),US,SC,,KGMU,34.8479,-82.35,319.0,America/New_York,1942-09-08,2025-04-23,1942-09-09,2022-04-24,1942-01-01,2021-01-01,850418.2266356829
Columbia Metropolitan Airport,US,SC,72310,KCAE,33.95,-81.1167,72.0,America/New_York,1942-04-24,2025-04-23,1942-04-24,2025-04-21,1942-01-01,2022-01-01,850637.1990510494
La Tuque,CA,QC,71378,CWDQ,47.41,-72.79,169.0,America/Toronto,1993-07-01,2025-04-23,1993-07-02,2024-04-28,1995-01-01,2022-01-01,851192.596123218
Gannet Rock Light House,CA,NB,,CWAK,44.5167,-66.7833,5.0,America/Moncton,1982-01-02,2025-02-05,2013-04-25,2024-04-28,2013-01-01,2022-01-01,856360.954884485
Ile D'Orleans,CA,QC,71424,CWER,47.0,-70.81,4.0,America/Toronto,1985-07-01,2025-04-23,1990-05-12,2023-10-06,1996-01-01,2003-01-01,858897.1484290984
Yarmouth Airport,CA,NS,71603,CYQI,43.83,-66.09,43.0,America/Halifax,1949-01-01,2025-04-23,1949-01-01,2025-04-20,1949-01-01,2022-01-01,865905.7749590472
Cap-Tourmente,CA,QC,71384,CWTN,47.08,-70.78,6.0,America/Toronto,1994-02-01,2025-04-23,1993-08-26,2024-04-28,1993-01-01,2022-01-01,867900.2468593566
Sudbury Airport,CA,ON,71730,CYSB,46.63,-80.8,348.0,America/Toronto,1955-07-02,2025-04-23,1954-02-09,2022-12-11,1954-01-01,2022-01-01,870878.5387067791
St. Stephen,CA,NB,71607,CWSS,45.21,-67.25,26.0,America/Moncton,1982-01-01,2025-04-23,1982-01-01,2024-04-28,2006-01-01,2021-01-01,872492.5290937809
Knoxville / Island Home,US,TN,,KDKX,35.9638,-83.8737,254.0,America/New_York,1979-05-07,2025-04-23,2016-04-16,2022-04-18,2017-01-01,2022-01-01,881864.7594173335
Battle Creek / Avenue A Mobile Home Estates,US,MI,,KBTL,42.3073,-85.2515,290.0,America/Detroit,1942-10-01,2025-04-23,1942-11-02,2022-04-24,1942-01-01,2022-01-01,883495.7977645487
Parent,CA,QC,71726,CWPK,47.92,-74.62,445.0,America/Toronto,1955-07-02,2025-04-23,1943-07-04,2025-04-20,1943-01-01,2022-01-01,887310.5183360844
Charlevoix (mrc),CA,QC,71319,CWIS,47.28,-70.64,723.0,America/Toronto,1997-12-01,2025-04-23,1997-11-05,2024-04-28,1997-01-01,2022-01-01,892527.9300441024
"Gore Bay, Ontario",CA,ON,,CYZE,45.8833,-82.5667,193.0,America/Nipigon,1955-07-02,2025-04-23,1977-07-01,2025-04-19,1977-01-01,2022-01-01,892570.8390735281
Alpena County Regional Airport,US,MI,72639,KAPN,45.0833,-83.5667,210.0,America/Detroit,1973-01-01,2025-04-23,1916-10-21,2025-04-20,1916-01-01,2022-01-01,893259.1435568911
Baccaro Point / Clark's Harbour,CA,NS,,CWCP,43.4494,-65.4714,13.0,America/Halifax,1977-07-01,2025-02-05,1983-07-04,2024-04-28,2011-01-01,2022-01-01,893531.0825740127
Great Duck Island,CA,ON,71462,CWNL,45.63,-82.95,183.0,America/Nipigon,1985-04-09,2021-05-12,1986-01-01,2021-05-11,1995-01-01,2020-01-01,894690.63211485
Charleston Airport,US,SC,72208,KCHS,32.9,-80.0333,14.0,America/New_York,1945-01-01,2025-04-23,1937-03-01,2025-04-20,1937-01-01,2022-01-01,896215.2963056621
McGhee Tyson Airport,US,TN,72326,KTYS,35.8167,-83.9833,299.0,America/New_York,1948-01-01,2025-04-23,1910-01-01,2025-04-20,1910-01-01,2022-01-01,899065.0034513808
Anderson / Greenbriar,US,SC,72319,KAND,34.4946,-82.7094,238.0,America/New_York,1973-01-01,2025-04-23,1899-06-01,2025-04-19,1899-01-01,2022-01-01,901371.4234898601
L'Etape,CA,QC,71382,CWPD,47.56,-71.23,791.0,America/Toronto,1994-02-01,2025-04-23,1993-08-26,2024-04-28,1993-01-01,2022-01-01,903111.5019011969
Barrage Angliers,CA,ON,,CWRC,47.55,-79.2333,266.0,America/Toronto,1996-10-01,2025-02-05,2004-11-10,2024-04-28,2008-01-01,2022-01-01,905581.1360669058
Oak Ridge / Jackson Square,US,TN,,KOQT,36.0231,-84.2331,279.0,America/New_York,1999-01-14,2025-04-23,1999-01-16,2022-04-24,1999-01-01,2020-01-01,905730.0095663631
East Hodgdon,US,ME,72703,KHUL,46.12,-67.8,150.0,America/New_York,2000-01-01,2025-04-23,2000-09-02,2022-04-25,2001-01-01,2022-01-01,909956.584654255
Goshen / Bainter Town,US,IN,,KGSH,41.5263,-85.7942,252.0,America/Indiana/Indianapolis,1999-01-14,2025-04-23,1999-01-23,2022-04-24,2005-01-01,2021-01-01,911487.372469883
La Pocatiere,CA,QC,71713,CWST,47.36,-70.03,31.0,America/Toronto,1996-03-01,2025-04-23,1996-01-31,2025-04-19,1996-01-01,2022-01-01,921385.6551946563
Columbus / Flat Rock Park,US,IN,72436,KBAK,39.2619,-85.8963,200.0,America/Indiana/Indianapolis,1990-02-08,2025-04-23,1949-07-06,2021-07-10,1949-01-01,1959-01-01,921538.5743079432
Shelburne,CA,ON,,,43.7167,-65.25,30.0,America/Halifax,1980-07-01,2024-12-11,1982-03-02,2024-04-28,2007-01-01,2022-01-01,921585.0023448432
Gerald R. Ford International,US,MI,72635,KGRR,42.8833,-85.5167,242.0,America/Detroit,1973-01-01,2025-04-23,1963-11-24,2025-04-20,1963-01-01,2022-01-01,921601.7589906955
Roscommon County Airport,US,MI,72638,KHTL,44.35,-84.6667,351.0,America/Detroit,1973-01-01,2025-04-23,1964-07-01,2025-04-20,1964-01-01,2022-01-01,922294.1285364595
Val-D'Or,CA,QC,71725,CYVO,48.06,-77.79,339.0,America/Toronto,1955-07-02,2025-04-23,1951-07-01,2023-04-24,1951-01-01,2022-01-01,925664.4150941866
Standiford Field,US,KY,72423,KSDF,38.1833,-85.7333,151.0,America/Kentucky/Louisville,1973-01-01,2025-04-23,1948-01-01,2025-04-20,1948-01-01,2022-01-01,932274.8823298914
Indianapolis International  Airport,US,IN,72438,KIND,39.7167,-86.1167,243.0,America/Indiana/Indianapolis,1942-10-06,2025-04-23,1942-10-06,2025-04-21,1942-01-01,2022-01-01,934488.162114773
Presque Isle,US,ME,72713,KPQI,46.6833,-68.05,163.0,America/New_York,1941-11-01,2025-04-23,1941-11-02,2022-04-25,1942-01-01,2022-01-01,943804.9414121311
Augusta Bush Field,US,GA,72218,KAGS,33.3667,-81.9667,44.0,America/New_York,1948-01-01,2025-04-23,1942-12-01,2025-04-20,1942-01-01,2022-01-01,949846.2826309882
South Bend Regional Airport,US,IN,72535,KSBN,41.7,-86.3167,244.0,America/Indiana/Indianapolis,1973-01-01,2025-04-23,1893-12-01,2025-04-20,1893-01-01,2022-01-01,957146.627656701
Kejimkujik 1,CA,NS,71599,CWKG,44.4,-65.2,125.0,America/Halifax,1997-05-01,2025-04-23,1993-04-01,2024-04-28,1993-01-01,2022-01-01,958077.1401421328
Fort Knox,US,KY,72424,KFTK,37.9,-85.9667,230.0,America/New_York,1945-03-01,2025-04-23,1945-03-01,2022-04-25,1945-01-01,2022-01-01,960722.0262154834
Caribou Municipal Airport,US,ME,72712,KCAR,46.8667,-68.0167,191.0,America/New_York,1973-01-01,2025-04-23,1939-01-16,2025-04-20,1939-01-01,2022-01-01,961105.1347680726
Fredericton International Airport,CA,NB,71700,CYFC,45.87,-66.54,21.0,America/Moncton,1955-07-02,2025-04-23,1977-07-09,2022-12-11,1999-01-01,2022-01-01,961925.1657204509
Rouyn / McWatters,CA,QC,71740,CYUY,48.2167,-78.8333,301.0,America/Toronto,1977-07-01,2025-04-23,1977-07-04,2022-04-25,2005-01-01,2022-01-01,964361.064453889
Saint John Airport,CA,NB,71609,CYSJ,45.32,-65.89,109.0,America/Moncton,1955-07-02,2025-04-23,1946-11-09,2022-12-11,1947-01-01,2022-01-01,964766.060237685
Gagetown Awos Airport,CA,NB,71701,CYCX,45.84,-66.45,51.0,America/Moncton,1977-07-04,2025-04-23,1986-03-11,2022-03-21,2000-01-01,2021-01-01,965135.8432146923
Beaufort / Grays Hill,US,SC,,KNBC,32.4806,-80.7192,11.0,America/New_York,1945-04-01,2025-04-23,1945-04-02,2022-04-24,1945-01-01,2021-01-01,967822.8439458843
Cadillac / Cadillac Leisure Mobile Home Community,US,MI,,KCAD,44.2753,-85.4189,398.0,America/Detroit,1990-07-24,2025-04-23,1993-12-02,2022-04-24,2005-01-01,2022-01-01,971594.3982125582
Rouyn,CA,QC,71734,CWUY,48.25,-79.03,318.0,America/Toronto,1992-05-05,2025-02-05,1992-05-11,2024-04-28,1994-01-01,2022-01-01,972692.0946853147
Western Head,CA,NS,71411,CWWE,43.99,-64.66,10.0,America/Halifax,1977-06-13,2025-04-23,1959-08-17,2024-04-28,1959-01-01,2022-01-01,977117.3653739362
Roberval Airport,CA,QC,71728,CYRJ,48.52,-72.27,179.0,America/Toronto,1957-10-11,2025-04-23,1957-10-10,2022-12-12,1957-01-01,2022-01-01,980350.5039896108
Riviere-Du-Loup,CA,QC,71715,CWNH,47.81,-69.55,146.0,America/Toronto,1977-07-01,2025-04-23,1977-07-01,2024-04-28,1995-01-01,2022-01-01,982584.950856065
Laterriere,CA,QC,71040,CXLT,48.31,-71.13,163.0,America/Toronto,1993-04-08,2025-02-03,1993-04-10,2024-04-28,2001-01-01,2022-01-01,983552.8693381371
Athens Ben Epps Airport,US,GA,72311,KAHN,33.95,-83.3333,246.0,America/New_York,1973-01-01,2025-04-23,1944-06-01,2025-04-20,1944-01-01,2022-01-01,984742.3539152667
Muskegon County Airport,US,MI,72636,KMKG,43.1667,-86.2333,191.0,America/Detroit,1973-01-01,2025-04-23,1896-06-02,2025-04-20,1896-01-01,2022-01-01,986604.3294229513
La Baie,CA,QC,71388,CWUX,48.3,-70.92,152.0,America/Toronto,2001-09-16,2025-04-23,1997-07-16,2024-04-28,1997-01-01,2020-01-01,988099.6348286255
Bagotville Airport,CA,QC,71727,CYBG,48.33,-71.0,159.0,America/Toronto,1950-01-02,2025-04-23,1942-09-01,2025-04-19,1942-01-01,2022-01-01,989052.1391927302
Jonquiere,CA,QC,71617,CWJO,48.43,-71.14,136.0,America/Toronto,1992-01-06,2025-04-23,1963-01-01,2024-04-28,1963-01-01,2022-01-01,995801.3779026063
Mistook,CA,QC,71381,CWIX,48.6,-71.72,112.0,America/Toronto,1994-12-01,2025-04-23,1996-06-03,2024-04-28,1997-01-01,2022-01-01,1000004.9575507597
Lafayette / Summit,US,IN,,KLAF,40.4123,-86.9369,185.0,America/Indiana/Indianapolis,1973-01-01,2025-04-23,1973-01-01,2022-04-24,1979-01-01,2022-01-01,1000223.8213706997
Pellston,US,MI,,KPLN,45.5709,-84.7967,220.0,America/Detroit,1973-01-01,2025-04-23,1973-01-01,2022-04-24,2000-01-01,2021-01-01,1002930.9320969952
Cap Rouge,CA,QC,71186,CWQM,48.37,-70.54,7.0,America/Toronto,1994-01-21,2025-02-04,1994-07-01,2024-04-28,1995-01-01,2022-01-01,1005991.7426003834
Traverse City / Treverse City [Misspelling] / Town And Country Mobile Village,US,MI,,KTVC,44.7416,-85.5824,190.0,America/Detroit,1973-01-01,2025-04-23,1973-01-02,2022-04-24,1981-01-01,2022-01-01,1006845.8003362446
Ile Rouge,CA,QC,71426,CWAF,48.07,-69.56,6.0,America/Toronto,1984-09-22,2025-04-23,1993-03-22,2024-04-28,1996-01-01,2022-01-01,1007552.4273363616
Pointe Claveau,CA,QC,71189,CWQV,48.26,-70.11,4.0,America/Toronto,1977-07-01,2025-04-23,1994-07-10,2024-04-28,1995-01-01,2022-01-01,1007926.3045240262
Greenwood Airport,CA,NS,71397,CYZX,44.98,-64.92,28.0,America/Halifax,1955-07-02,2025-04-23,1942-11-01,2024-04-28,1942-01-01,2022-01-01,1008605.0954798786
Pointe De L'islet,CA,QC,71190,CWQD,48.14,-69.72,7.0,America/Toronto,2001-07-31,2025-02-04,1995-11-09,2024-04-28,1997-01-01,2022-01-01,1008858.2157513537
Normandin,CA,QC,71379,CWOD,48.84,-72.55,137.0,America/Toronto,1994-02-01,2025-04-23,1993-09-02,2024-04-28,1994-01-01,2022-01-01,1010034.2877907796
Savannah Airport,US,GA,72207,KSAV,32.1167,-81.0333,16.0,America/New_York,1948-01-01,2025-04-23,1948-01-01,2025-04-20,1948-01-01,2022-01-01,1017569.8422902889
Roquemaure,CA,QC,,CWGQ,48.6333,-79.45,269.0,America/Toronto,1992-12-16,2024-12-31,1992-12-19,2024-04-28,1996-01-01,2022-01-01,1023439.5757609942
Bowling Green / Eastland Park,US,KY,,KBWG,36.9645,-86.4197,167.0,America/Chicago,1973-01-01,2025-04-23,1973-01-02,2022-04-24,1999-01-01,2021-01-01,1033395.6866529223
Sault Ste. Marie Muni,US,MI,72734,KANJ,46.4833,-84.35,218.0,America/Detroit,1973-01-01,2025-04-23,1931-01-01,2025-04-20,1931-01-01,2022-01-01,1038464.8472708414
